"Product","Package ID","Batch","Strain","Vendor","Date of manufacture","Brand","Harvest date","Producer"
Indica PM Chocolates Dark 100mg,55547,221101-002-IPM,Hybrid Blend,"Forever 46, LLC - 00000057DCHF00477864",2/1/2024,INDICA PM,11/1/2022,
GOLD Disposable Cartridge 1000mg - Purple Punch,55544,231221-014,Purple Punch,"Forever 46, LLC - 00000057DCHF00477864",12/21/2023,iLAVA,12/27/2022,
GOLD Disposable Cartridge 1000mg - Green Dream,55541,231121-006GD,Green Dream,"Forever 46, LLC - 00000057DCHF00477864",1/19/2024,iLAVA,7/17/2023,
ClearGold Cartridge 1000mg - Jack Herer,53862,230208-001CGJH,Jack Herer,"Forever 46, LLC - 00000057DCHF00477864",10/17/2023,iLAVA,5/25/2022,
ClearGold Cartridge 1000mg - GSC,50776,230208-001CGGS,GSC,"Forever 46, LLC - 00000057DCHF00477864",8/30/2023,iLAVA,5/25/2022,
Molecular Live Resin Cartridge 500mg - Kosher Kush,55466,230803-005,Kosher Kush,"Forever 46, LLC - 00000057DCHF00477864",8/3/2023,iLAVA,7/10/2023,
ClearGold Cartridge 1000mg - King Louis XIII,55393,231221-003CGKL,King Louis XIII,"Forever 46, LLC - 00000057DCHF00477864",12/21/2023,iLAVA,12/27/2022,
ClearGold Cartridge 500mg - King Louis XIII,55392,231221-003CGKL,King Louis XIII,"Forever 46, LLC - 00000057DCHF00477864",12/21/2023,iLAVA,12/27/2022,
Entourage Day Gummies 100mg - Blood Orange,55057,230104-001-BO,Hybrid Blend,,7/20/2023,iLAVA,10/3/2022,
ClearGold Cartridge 1000mg - GG4,55310,231221-009CGGG,GG4,,12/21/2023,iLAVA,12/27/2022,
ClearGold Cartridge 500mg - GG4,55309,231221-009CGGG,GG4,"Forever 46, LLC - 00000057DCHF00477864",12/21/2023,iLAVA,12/27/2022,
zenzona Vegan Gummies Pineberry 100mg RSO - Indica,55288,221227-003-PB,Blackwater,,3/13/2023,ZENZONA,12/27/2022,
Delta 8 Clarity Cartridge 1000mg - Blue Dream,55219,230511-001CLBD,Blue Dream,"Forever 46, LLC - 00000057DCHF00477864",1/24/2024,iLAVA,11/30/2022,
Delta 8 Clarity Cartridge 1000mg - Acapulco Gold,55206,230511-001CLAG,Acapulco Gold,"Forever 46, LLC - 00000057DCHF00477864",1/12/2024,iLAVA,10/23/2022,
Magma Kief 2.5g - Toasted Swirl,55197,TSW-231116.0003-W46-K,Toasted Swirl,"Forever 46, LLC - 00000057DCHF00477864",1/3/2024,iLAVA,11/16/2023,
Magma Kief 1g - Toasted Swirl,55196,TSW-231116.0003-W46-K,Toasted Swirl,"Forever 46, LLC DBA: The Downtown Dispensary Retail - MED",1/3/2024,iLAVA,11/16/2023,
zenzona Vegan Gummies 2:1 (100mg THC/50mg CBD) Blueberry - Indica,55165,221220-002-BB,Hybrid Blend,"Forever 46, LLC - 00000057DCHF00477864",7/26/2023,ZENZONA,10/3/2022,
ClearGold Cartridge 1000mg - Northern Lights,55162,231221-013CGNL,Northern Lights,"Forever 46, LLC - 00000057DCHF00477864",12/21/2023,iLAVA,12/27/2022,
ClearGold Cartridge 500mg - Northern Lights,55161,231221-013CGNL,Northern Lights,"Forever 46, LLC - 00000057DCHF00477864",12/21/2023,iLAVA,12/27/2022,
Entourage Twilight Gummies 100mg - Blackberry,55111,230104-001-BLA,Hybrid Blend,,7/20/2023,iLAVA,10/3/2022,
Entourage Day Gummies 100mg - Blood Orange,55057,230104-001-BO,Hybrid Blend,"Forever 46, LLC - 00000057DCHF00477864",7/20/2023,iLAVA,10/3/2022,
ClearGold Cartridge 1000mg - Cherry Pie,55045,230208-001CGCP,Cherry Pie,"Forever 46, LLC - 00000057DCHF00477864",10/17/2023,iLAVA,5/25/2022,
ClearGold Cartridge 500mg - Cherry Pie,55044,230208-001CGCP,Cherry Pie,"Forever 46, LLC - 00000057DCHF00477864",10/17/2023,iLAVA,5/25/2022,
ClearGold Cartridge 1000mg - Maui Wowie,55043,230314-008CGMW,Maui Wowie,"Forever 46, LLC - 00000057DCHF00477864",11/20/2023,iLAVA,10/21/2022,
ClearGold Cartridge 500mg - Maui Wowie,55042,230314-008CGMW,Maui Wowie,"Forever 46, LLC - 00000057DCHF00477864",11/20/2023,iLAVA,10/21/2022,
zenzona Vegan Gummies Wildberry 100mg - Indica,55005,221220-002-ZWLD,Hybrid Blend,"Forever 46, LLC - 00000057DCHF00477864",7/26/2023,ZENZONA,10/3/2022,
ClearGold Cartridge 1000mg - Super Lemon Haze,54989,230208-001CGSL,Super Lemon Haze,"Forever 46, LLC - 00000057DCHF00477864",10/17/2023,iLAVA,5/25/2022,
ClearGold Cartridge 500mg - Super Lemon Haze,54988,230208-001CGSL,Super Lemon Haze,"Forever 46, LLC - 00000057DCHF00477864",10/17/2023,iLAVA,5/25/2022,
ClearGold Cartridge 1000mg - Raspberry Kush,54987,230208-001CGRK,Raspberry Kush,"Forever 46, LLC - 00000057DCHF00477864",9/26/2023,iLAVA,5/25/2022,
ClearGold Cartridge 500mg - Raspberry Kush,54986,230208-001CGRK,Raspberry Kush,"Forever 46, LLC - 00000057DCHF00477864",9/26/2023,iLAVA,5/25/2022,
zenzona Vegan Gummies Prickly Pear 100mg - Hybrid,54984,221220-002-PRP,Hybrid Blend,"Forever 46, LLC - 00000057DCHF00477864",7/26/2023,ZENZONA,10/3/2022,
ClearGold Cartridge 1000mg - Orange Cookies,54983,230208-001CGOC,Orange Cookies,"Forever 46, LLC - 00000057DCHF00477864",8/30/2023,iLAVA,5/25/2022,
ClearGold Cartridge 500mg - Orange Cookies,54982,230208-001CGOC,Orange Cookies,"Forever 46, LLC - 00000057DCHF00477864",8/30/2023,iLAVA,5/25/2022,
ClearGold Cartridge 1000mg - 1:1 (THC:CBD),54979,230509-001CG1:1,Hybrid Blend,"Forever 46, LLC - 00000057DCHF00477864",11/20/2023,iLAVA,9/21/2022,
ClearGold Cartridge 500mg - 1:1 (THC:CBD),54978,230509-001CG1:1,Hybrid Blend,"Forever 46, LLC - 00000057DCHF00477864",11/20/2023,iLAVA,9/21/2022,
GOLD Disposable Cartridge 1000mg - Mai Tai (sample),54977,230314-008CGMT,Mai Tai,"Forever 46, LLC - 00000057DCHF00477864",11/20/2023,iLAVA,10/21/2022,
Magma Crumble 1g - Gello,49735,230822-005,Gello,"Forever 46, LLC - 00000057DCHF00477864",8/22/2023,iLAVA,7/10/2023,
iLAVA Touch 2.85oz. (250mg CBD/300mg THC) - Hybrid,54953,240110-001,Hybrid Blend,,1/10/2024,iLAVA,7/25/2023,
iLAVA Touch Airless Pump 1.7oz (180mg THC/150mg CBD) - Hybrid,54952,240110-001,Hybrid Blend,,1/10/2024,iLAVA,7/25/2023,
iLAVA Touch Bamboo 3.75oz. (380mg THC/320mg CBD) - Hybrid,54951,240110-001,Hybrid Blend,,1/10/2024,iLAVA,7/25/2023,
Lumen Crumble 1g - Cali Lightning,54949,231116-001,Cali Lightning,"Forever 46, LLC - 00000057DCHF00477864",11/16/2023,iLAVA,10/3/2023,
Magma Sugar Wax 1g - Gelato,52282,231011-010,Gelato,"Forever 46, LLC - 00000057DCHF00477864",10/11/2023,iLAVA,8/16/2023,
zenzona Vegan Gummies 1:1 (100mgCBD/100mg THC) Sour Citrus - Hybrid,54923,221220-002-SC,Hybrid Blend,,7/26/2023,ZENZONA,10/3/2022,
Magma Budder 1g - Gastropop,51822,231012-006,Gastropop,"Forever 46, LLC - 00000057DCHF00477864",10/12/2023,iLAVA,8/16/2023,
Indica PM Chocolates Dark 100mg,54914,221101-217-IPM,Hybrid Blend,"Forever 46, LLC - 00000057DCHF00477864",8/9/2023,INDICA PM,11/1/2022,
Magma Crumble 1g - Wedding Cake,49287,230822-004,Wedding Cake,"Forever 46, LLC - 00000057DCHF00477864",8/22/2023,iLAVA,7/17/2023,
Molecular Live Resin Cartridge 500mg - Gello,54882,230914-005,Gello,"Forever 46, LLC - 00000057DCHF00477864",9/14/2023,iLAVA,7/1/2023,
Hi Keto Chocolate Chip Cookies 20mg RSO - Indica (SAMPLE),54853,221227-002-HIKSAM,Wedding Cake,"Forever 46, LLC - 00000057DCHF00477864",1/16/2024,HI KETO,12/27/2022,
Hi Keto Chocolate Chip Cookies 100mg RSO- Indica,54849,221227-002-HIK,Wedding Cake,"Forever 46, LLC - 00000057DCHF00477864",11/8/2023,HI KETO,12/27/2022,
Magma Sugar Wax 1g - Guava Cross,51747,231011-011,Guava Cross,"Forever 46, LLC - 00000057DCHF00477864",10/11/2023,iLAVA,7/17/2023,
Delta 8 Clarity Cartridge 1000mg - Sequoia,54825,231121-004CLSQ,Sequoia,"Forever 46, LLC - 00000057DCHF00477864",11/2/2023,iLAVA,10/23/2022,
zenzona Vegan Gummies Italian Zorbet 100mg RSO - Sativa,54813,230811-001-IZ,Blue Dream X,"Forever 46, LLC - 00000057DCHF00477864",9/25/2023,ZENZONA,6/21/2023,
ClearGold Cartridge 1000mg - Green Crack,54607,231221-011CGGQ,Green Crack,"Forever 46, LLC - 00000057DCHF00477864",12/20/2023,iLAVA,12/27/2022,
ClearGold Cartridge 500mg - Green Crack,54606,231221-011CGGQ,Green Crack,"Forever 46, LLC - 00000057DCHF00477864",12/20/2023,iLAVA,12/27/2022,
ClearGold Cartridge 1000mg - God's Gift,54708,230208-001CGGG,God's Gift,"Forever 46, LLC - 00000057DCHF00477864",10/17/2023,iLAVA,5/25/2022,
ClearGold Cartridge 500mg - God's Gift,54707,230208-001CGGG,God's Gift,"Forever 46, LLC - 00000057DCHF00477864",10/17/2023,iLAVA,5/25/2022,
Magma Kief 2.5g - Toasted Swirl,54706,TSW-231017.0003-W42-kief,Toasted Swirl,"Forever 46, LLC - 00000057DCHF00477864",12/20/2023,iLAVA,10/17/2023,
Magma Kief 1g - Toasted Swirl,54705,TSW-231017.0003-W42-kief,Toasted Swirl,"Forever 46, LLC - 00000057DCHF00477864",12/20/2023,iLAVA,10/17/2023,
ClearGold Cartridge 1000mg - Durban Poison,54689,231221-008CGDP,Durban Poison,"Forever 46, LLC - 00000057DCHF00477864",12/21/2023,iLAVA,12/27/2022,
ClearGold Cartridge 500mg - Durban Poison,54688,231221-008CGDP,Durban Poison,"Forever 46, LLC - 00000057DCHF00477864",12/21/2023,iLAVA,12/27/2022,
ClearGold Cartridge 1000mg - Blue Dream,54653,231221-006CGBD,Blue Dream,"Forever 46, LLC - 00000057DCHF00477864",12/21/2023,iLAVA,12/27/2022,
ClearGold Cartridge 500mg - Blue Dream,54652,231221-006CGBD,Blue Dream,"Forever 46, LLC - 00000057DCHF00477864",12/21/2023,iLAVA,12/27/2022,
zenzona Vegan Gummies Blackberries and Cream 100mg RSO - Hybrid,54649,230606-001-BBC,Larry Lem OG,"Forever 46, LLC - 00000057DCHF00477864",7/4/2023,ZENZONA,4/19/2023,
ClearGold Cartridge 1000mg - Strawberry Cough,54648,231221-015CGSC,Strawberry Cough,"Forever 46, LLC - 00000057DCHF00477864",12/21/2023,iLAVA,12/27/2022,
ClearGold Cartridge 500mg - Strawberry Cough,54647,231221-015CGSC,Strawberry Cough,"Forever 46, LLC - 00000057DCHF00477864",12/21/2023,iLAVA,12/27/2022,
Gastropop  - Bulk Kief,54640,324s-230918.0003-W38K,Gastropop,,,DTF - Downtown Flower,9/18/2023,
iLAVA Touch 2.85oz. (250mg CBD/300mg THC) - Hybrid,54637,240110-001,Hybrid Blend,,,iLAVA,7/25/2023,
iLAVA Touch Bamboo 3.75oz. (380mg THC/320mg CBD) - Hybrid,54633,240110-001B,Hybrid Blend,,,iLAVA,7/25/2023,
iLAVA Touch Airless Pump 1.7oz (180mg THC/150mg CBD) - Hybrid,54631,240110-001A,Hybrid Blend,,,iLAVA,7/25/2023,
ClearGold Cartridge 1000mg - Green Crack,54607,231221-011CGGQ,Green Crack,"Forever 46, LLC - 00000057DCHF00477864",12/21/2023,iLAVA,12/27/2022,
ClearGold Cartridge 500mg - Green Crack,54606,231221-011CGGQ,Green Crack,"Forever 46, LLC - 00000057DCHF00477864",12/21/2023,iLAVA,12/27/2022,
zenzona Vegan Gummies 1:1 (100mg CBD/100mg THC) Cherry - Hybrid,54578,221220-002-CH,Hybrid Blend,,7/26/2023,ZENZONA,10/3/2022,
Molecular Live Resin Cartridge 500mg - DTS,54577,231011-016LR,DTS,"Forever 46, LLC - 00000057DCHF00477864",10/11/2023,iLAVA,10/3/2023,
zenzona Vegan Gummies Pineberry 100mg RSO - Indica,54573,221227-003-PB,Blackwater,"Forever 46, LLC - 00000057DCHF00477864",3/13/2023,ZENZONA,12/27/2022,
zenzona Vegan Gummies Pineberry 100mg RSO - Indica,54544,221227-003-PB,Blackwater,"Forever 46, LLC - 00000057DCHF00477864",3/13/2023,ZENZONA,12/27/2022,
zenzona Vegan Gummies 2:1 (200mg CBD/100mg THC) Honeydew - Sativa,54540,221220-002-HD,Hybrid Blend,,7/26/2023,ZENZONA,10/3/2022,
Toasted Swirl - Bulk Kief,149163595521,TSW-231116.0003-W46-K,Toasted Swirl,"Forever 46, LLC - 00000057DCHF00477864",1/3/2024,DTF - Downtown Flower,11/16/2023,
Entourage Night Gummies 100mg - Wildberry,53732,230104-001-WB,Hybrid Blend,"Forever 46, LLC - 00000057DCHF00477864",7/20/2023,iLAVA,10/3/2022,
ClearGold Cartridge 1000mg - Blue Widow,54526,230314-008CGBW,Blue Widow,"Forever 46, LLC - 00000057DCHF00477864",11/20/2023,iLAVA,10/21/2022,
ClearGold Cartridge 500mg - Blue Widow,54525,230314-008CGBW,Blue Widow,"Forever 46, LLC - 00000057DCHF00477864",11/20/2023,iLAVA,10/21/2022,
ClearGold Cartridge 1000mg - Bubba Kush,54514,230314-008CGBK,Bubba Kush,"Forever 46, LLC - 00000057DCHF00477864",11/20/2023,iLAVA,10/21/2022,
ClearGold Cartridge 500mg - Bubba Kush,54513,230314-008CGBK,Bubba Kush,"Forever 46, LLC - 00000057DCHF00477864",11/20/2023,iLAVA,10/21/2022,
Entourage Day Gummies 100mg - Blood Orange,48610,230104-001-BO,Hybrid Blend,"Forever 46, LLC - 00000057DCHF00477864",7/20/2023,iLAVA,10/3/2022,
Entourage Day Gummies 100mg - Yuzu,45735,230104-001-YZ,Hybrid Blend,"Forever 46, LLC - 00000057DCHF00477864",7/20/2023,iLAVA,10/3/2022,
Hi Keto Chocolate Chip Cookies 100mg RSO- Indica,54412,221227-002-HIK,Wedding Cake,,11/8/2023,HI KETO,12/27/2022,
zenzona Vegan Gummies 2:1 (100mg THC/50mg CBD) Blueberry - Indica,54346,221220-002-BB,Hybrid Blend,"Forever 46, LLC - 00000057DCHF00477864",7/26/2023,ZENZONA,10/3/2022,
Entourage Night Gummies 100mg - Watermelon,54295,230104-001-WM,Hybrid Blend,,7/20/2023,iLAVA,10/3/2022,
Molecular Live Resin Cartridge 500mg - Kosher Kush,54276,230803-005,Kosher Kush,"Forever 46, LLC - 00000057DCHF00477864",8/3/2023,iLAVA,7/10/2023,
Strawberry Mo'nana - Bulk Kief,54256,SMo-231003.0003-W40-SMok,Strawberry Mo'nana,,,DTF - Downtown Flower,10/3/2023,
Molecular Live Resin Cartridge 500mg - Gello,54239,230914-005,Gello,"Forever 46, LLC - 00000057DCHF00477864",9/14/2023,iLAVA,7/1/2023,
Molecular Live Resin Cartridge 500mg - Fatso,54211,230914-006,Fatso,"Forever 46, LLC - 00000057DCHF00477864",9/14/2023,iLAVA,8/29/2023,
Molecular Live Resin Cartridge 500mg - Pineapple Express,54208,230726-001,Pineapple Express,"Forever 46, LLC - 00000057DCHF00477864",7/26/2023,iLAVA,1/31/2023,
zenzona Vegan Gummies Grapefruit 100mg - Sativa,54206,221220-002-GRA,Hybrid Blend,,7/26/2023,ZENZONA,10/3/2022,
Toasted Swirl - Bulk Kief,466650795450,TSW-231017.0003-W42-kief,Toasted Swirl,"Forever 46, LLC - 00000057DCHF00477864",12/20/2023,DTF - Downtown Flower,10/17/2023,
ClearGold Cartridge 1000mg - King Louis XIII,54202,230314-008CGKL,King Louis XIII,"Forever 46, LLC - 00000057DCHF00477864",11/20/2023,iLAVA,10/21/2022,
ClearGold Cartridge 500mg - King Louis XIII,54200,230314-008CGKL,King Louis XIII,"Forever 46, LLC - 00000057DCHF00477864",11/20/2023,iLAVA,10/21/2022,
ClearGold Cartridge 1000mg - ATF,54197,230314-008CGAT,ATF,"Forever 46, LLC - 00000057DCHF00477864",11/20/2023,iLAVA,10/21/2022,
ClearGold Cartridge 500mg - ATF,54196,230314-008CGAT,ATF,"Forever 46, LLC - 00000057DCHF00477864",11/20/2023,iLAVA,10/21/2022,
ClearGold Cartridge 1000mg - Pineapple Express,54190,230314-008CGPE,Pineapple Express,"Forever 46, LLC - 00000057DCHF00477864",11/20/2023,iLAVA,10/21/2022,
ClearGold Cartridge 500mg - Pineapple Express,54189,230314-008CGPE,Pineapple Express,"Forever 46, LLC - 00000057DCHF00477864",11/20/2023,iLAVA,10/21/2022,
Strawberry Mo'nana - Bulk Kief,902407715360,SMo-231003.0003-W40-SMok,Strawberry Mo'nana,"Forever 46, LLC - 00000057DCHF00477864",12/19/2023,DTF - Downtown Flower,10/3/2023,
Gastropop  - Bulk Kief,465148145286,324s-230918.0003-W38K,Gastropop,"Forever 46, LLC - 00000057DCHF00477864",11/21/2023,DTF - Downtown Flower,9/18/2023,
zenzona Vegan Gummies Prickly Pear 100mg - Hybrid,54150,221220-002-PRP,Hybrid Blend,,7/26/2023,ZENZONA,10/3/2022,
ClearGold Cartridge 1000mg - Do-Si-Dos,54139,230208-001CGDO,Do-Si-Dos,"Forever 46, LLC - 00000057DCHF00477864",8/30/2023,iLAVA,5/25/2022,
ClearGold Cartridge 500mg - Do-Si-Dos,54138,230208-001CGDO,Do-Si-Dos,"Forever 46, LLC - 00000057DCHF00477864",8/30/2023,iLAVA,5/25/2022,
ClearGold Cartridge 1000mg - Granddaddy Purple,54100,230314-008CGGP,Granddaddy Purple,"Forever 46, LLC - 00000057DCHF00477864",11/20/2023,iLAVA,10/21/2022,
ClearGold Cartridge 500mg - Granddaddy Purple,54099,230314-008CGGP,Granddaddy Purple,"Forever 46, LLC - 00000057DCHF00477864",11/20/2023,iLAVA,10/21/2022,
ClearGold Cartridge 1000mg - Banana Kush,54090,230208-001CGBA,Banana Kush,"Forever 46, LLC - 00000057DCHF00477864",10/17/2023,iLAVA,5/25/2022,
ClearGold Cartridge 500mg - Banana Kush,54088,230208-001CGBA,Banana Kush,"Forever 46, LLC - 00000057DCHF00477864",10/17/2023,iLAVA,5/25/2022,
ClearGold Cartridge 1000mg - Acapulco Gold,54065,230314-008CGAG,Acapulco Gold,"Forever 46, LLC - 00000057DCHF00477864",11/20/2023,iLAVA,10/21/2022,
ClearGold Cartridge 500mg - Acapulco Gold,54064,230314-008CGAG,Acapulco Gold,"Forever 46, LLC - 00000057DCHF00477864",11/20/2023,iLAVA,10/21/2022,
Delta 8 Clarity Cartridge 1000mg - Pineapple Express,54043,231121-003CLPE,Pineapple Express,"Forever 46, LLC - 00000057DCHF00477864",11/21/2023,iLAVA,10/23/2022,
ClearGold Cartridge 1000mg - Purple Punch,54030,230208-001CGPP,Purple Punch,"Forever 46, LLC - 00000057DCHF00477864",9/26/2023,iLAVA,5/25/2022,
ClearGold Cartridge 500mg - Purple Punch,54028,230208-001CGPP,Purple Punch,"Forever 46, LLC - 00000057DCHF00477864",9/26/2023,iLAVA,5/25/2022,
ClearGold Cartridge 1000mg - Jack Herer,53862,230208-001CGJH,Jack Herer,"Forever 46, LLC - 00000057DCHF00477864",10/17/2023,iLAVA,5/25/2022,
ClearGold Cartridge 500mg - Jack Herer,53861,230208-001CGJH,Jack Herer,"Forever 46, LLC - 00000057DCHF00477864",10/17/2023,iLAVA,5/25/2022,
ClearGold Cartridge 1000mg - GG4,53837,230208-001CGG4,GG4,"Forever 46, LLC - 00000057DCHF00477864",8/30/2023,iLAVA,5/25/2022,
ClearGold Cartridge 500mg - GG4,53836,230208-001CGG4,GG4,"Forever 46, LLC - 00000057DCHF00477864",8/30/2023,iLAVA,5/25/2022,
zenzona Vegan Gummies Blackberry Cucumber 100mg - Hybrid,53834,221220-002-BLC,Hybrid Blend,,7/26/2023,ZENZONA,10/3/2022,
ClearGold Cartridge 1000mg - Super Sour Diesel,53809,230208-001CGSS,Super Sour Diesel,"Forever 46, LLC - 00000057DCHF00477864",8/30/2023,iLAVA,5/25/2022,
ClearGold Cartridge 500mg - Super Sour Diesel,53808,230208-001CGSS,Super Sour Diesel,"Forever 46, LLC - 00000057DCHF00477864",8/30/2023,iLAVA,5/25/2022,
zenzona Vegan Gummies Raspberry 100mg - Sativa,53736,221220-002-RAS,Hybrid Blend,,7/26/2023,ZENZONA,10/3/2022,
ClearGold Cartridge 1000mg - Northern Lights,53735,230314-008CGNL,Northern Lights,"Forever 46, LLC - 00000057DCHF00477864",11/20/2023,iLAVA,10/21/2022,
ClearGold Cartridge 500mg - Northern Lights,53734,230314-008CGNL,Northern Lights,"Forever 46, LLC - 00000057DCHF00477864",11/20/2023,iLAVA,10/21/2022,
Entourage Night Gummies 100mg - Wildberry,53732,230104-001-WB,Hybrid Blend,,7/20/2023,iLAVA,10/3/2022,
zenzona Vegan Gummies Watermelon 100mg - Indica,49215,221220-002-ZWA,Hybrid Blend,"Forever 46, LLC - 00000057DCHF00477864",7/26/2023,ZENZONA,10/3/2022,
ClearGold Cartridge 1000mg - Strawberry Cough,53731,230314-008CGSC,Strawberry Cough,"Forever 46, LLC - 00000057DCHF00477864",11/20/2023,iLAVA,10/21/2022,
ClearGold Cartridge 500mg - Strawberry Cough,53730,230314-008CGSC,Strawberry Cough,"Forever 46, LLC - 00000057DCHF00477864",11/20/2023,iLAVA,10/21/2022,
ClearGold Cartridge 1000mg - Blue Dream,53699,230314-008CGBD,Blue Dream,"Forever 46, LLC - 00000057DCHF00477864",11/20/2023,iLAVA,10/21/2022,
ClearGold Cartridge 500mg - Blue Dream,53698,230314-008CGBD,Blue Dream,"Forever 46, LLC - 00000057DCHF00477864",11/20/2023,iLAVA,10/21/2022,
zenzona Vegan Gummies Blood Orange 100mg - Sativa,48099,221220-002-ZBLO,Hybrid Blend,"Forever 46, LLC - 00000057DCHF00477864",7/26/2023,ZENZONA,10/3/2022,
zenzona Vegan Gummies 2:1 (200mg CBD/100mg THC) Honeydew - Sativa,45914,221101-002-HD,Hybrid Blend,"Forever 46, LLC - 00000057DCHF00477864",4/24/2023,ZENZONA,11/1/2022,
Delta 8 Clarity Cartridge 1000mg - Jack Herer,53666,231121-002CLJH,Jack Herer,"Forever 46, LLC - 00000057DCHF00477864",11/21/2023,iLAVA,10/23/2022,
zenzona Vegan Gummies Blackberries and Cream 100mg RSO - Hybrid,52021,230606-001-BBC,Larry Lem OG,"Forever 46, LLC - 00000057DCHF00477864",7/4/2023,ZENZONA,4/19/2023,
zenzona Vegan Gummies Pineberry 100mg RSO - Indica,51178,221227-003-PB,Blackwater,"Forever 46, LLC - 00000057DCHF00477864",3/13/2023,ZENZONA,12/27/2022,
zenzona Vegan Gummies Blood Orange 100mg - Sativa,51418,221220-002-ZBLO,Hybrid Blend,"Forever 46, LLC - 00000057DCHF00477864",7/26/2023,ZENZONA,10/3/2022,
zenzona Vegan Gummies 1:1 (100mg CBD/100mg THC) Cherry - Hybrid,49758,221220-002-CH,Hybrid Blend,"Forever 46, LLC - 00000057DCHF00477864",7/26/2023,ZENZONA,10/3/2022,
zenzona Vegan Gummies 1:1 (100mgCBD/100mg THC) Sour Citrus - Hybrid,51588,221220-002-SC,Hybrid Blend,"Forever 46, LLC - 00000057DCHF00477864",7/26/2023,ZENZONA,10/3/2022,
zenzona Vegan Gummies Blackberry Cucumber 100mg - Hybrid,51869,221220-002-BLC,Hybrid Blend,"Forever 46, LLC - 00000057DCHF00477864",7/26/2023,ZENZONA,10/3/2022,
zenzona Vegan Gummies 2:1 (100mg THC/50mg CBD) Blueberry - Indica,50743,221220-002-BB,Hybrid Blend,"Forever 46, LLC - 00000057DCHF00477864",7/26/2023,ZENZONA,10/3/2022,
zenzona Vegan Gummies Italian Zorbet 100mg RSO - Sativa,49764,230727-01-IZ,Strawberry Mo'nana,"Forever 46, LLC - 00000057DCHF00477864",8/21/2023,ZENZONA,6/21/2023,
zenzona Vegan Gummies Strawberry 100mg - Hybrid,53645,221220-002-STR,Hybrid Blend,,7/26/2023,ZENZONA,10/3/2022,
zenzona Vegan Gummies Grapefruit 100mg - Sativa,51870,221220-002-GRA,Hybrid Blend,"Forever 46, LLC - 00000057DCHF00477864",7/26/2023,ZENZONA,10/3/2022,
zenzona Vegan Gummies Prickly Pear 100mg - Hybrid,50744,221220-002-PRP,Hybrid Blend,"Forever 46, LLC - 00000057DCHF00477864",7/26/2023,ZENZONA,10/3/2022,
zenzona Vegan Gummies Wildberry 100mg - Indica,51581,221220-002-ZWLD,Hybrid Blend,"Forever 46, LLC - 00000057DCHF00477864",7/26/2023,ZENZONA,10/3/2022,
zenzona Vegan Gummies Strawberry 100mg - Hybrid,51587,221220-002-STR,Hybrid Blend,"Forever 46, LLC - 00000057DCHF00477864",7/26/2023,ZENZONA,10/3/2022,
zenzona Vegan Gummies Raspberry 100mg - Sativa,51743,221220-002-RAS,Hybrid Blend,"Forever 46, LLC - 00000057DCHF00477864",7/26/2023,ZENZONA,10/3/2022,
Lumen Sugar Wax 1g - Fatso,53598,230803-003,Fatso,"Forever 46, LLC - 00000057DCHF00477864",8/3/2023,iLAVA,6/21/2023,
Entourage Night Gummies 100mg - Wildberry,53244,230104-001-WB,Hybrid Blend,"Forever 46, LLC - 00000057DCHF00477864",7/20/2023,iLAVA,10/3/2022,
Magma Crumble 2.5g - Kosher Kush,53589,231031-004,Kosher Kush,"Forever 46, LLC - 00000057DCHF00477864",10/31/2023,iLAVA,9/18/2023,
Magma Crumble 1g - Kosher Kush,53588,231031-004,Kosher Kush,"Forever 46, LLC - 00000057DCHF00477864",10/31/2023,iLAVA,9/18/2023,
Indica PM Chocolates Dark 100mg,53571,221101-217-IPM,Hybrid Blend,"Forever 46, LLC - 00000057DCHF00477864",11/29/2023,INDICA PM,11/1/2022,
ClearGold Cartridge 1000mg - Durban Poison,53533,230314-008CGDP,Durban Poison,"Forever 46, LLC - 00000057DCHF00477864",11/20/2023,iLAVA,10/21/2022,
ClearGold Cartridge 500mg - Durban Poison,53530,230314-008CGDP,Durban Poison,"Forever 46, LLC - 00000057DCHF00477864",11/20/2023,iLAVA,10/21/2022,
Entourage Night Gummies 100mg - Watermelon,53503,230104-001-WM,Hybrid Blend,,7/20/2023,iLAVA,10/3/2022,
Entourage Twilight Gummies 100mg - Blackberry,53502,230104-001-BLA,Hybrid Blend,"Forever 46, LLC - 00000057DCHF00477864",7/20/2023,iLAVA,10/3/2022,
